10,0.823,0.8
11,0.819,0.796
12,0.827,0.8049999999999999
13,0.825,0.8029999999999999
14,0.827,0.8049999999999999
15,0.8260000000000001,0.804
16,0.821,0.804
17,0.821,0.8029999999999999
18,0.8220000000000001,0.806
19,0.8220000000000001,0.8029999999999999
20,0.823,0.8
21,0.8220000000000001,0.7969999999999999
22,0.825,0.8049999999999999
23,0.823,0.795
24,0.825,0.802
25,0.821,0.798
26,0.821,0.8009999999999999
27,0.825,0.796
28,0.821,0.8009999999999999
29,0.825,0.798
30,0.821,0.8009999999999999
31,0.8220000000000001,0.8009999999999999
32,0.825,0.7989999999999999
33,0.825,0.798
34,0.823,0.7989999999999999
35,0.8240000000000001,0.8
36,0.8240000000000001,0.8
37,0.8240000000000001,0.8
38,0.8240000000000001,0.8
39,0.8240000000000001,0.8
40,0.8240000000000001,0.8
41,0.8240000000000001,0.8
42,0.8240000000000001,0.8
43,0.8240000000000001,0.8
44,0.8240000000000001,0.8
45,0.8240000000000001,0.8
46,0.8240000000000001,0.8
47,0.8240000000000001,0.8
48,0.8240000000000001,0.8
49,0.825,0.8
50,0.8240000000000001,0.8
51,0.825,0.8
52,0.825,0.8
53,0.825,0.7989999999999999
54,0.8260000000000001,0.7989999999999999
55,0.8260000000000001,0.7989999999999999
56,0.8260000000000001,0.7989999999999999
57,0.8260000000000001,0.7969999999999999
58,0.827,0.7969999999999999
59,0.8280000000000001,0.7989999999999999
60,0.827,0.796
61,0.8280000000000001,0.7989999999999999
62,0.827,0.796
63,0.8280000000000001,0.7989999999999999
64,0.827,0.7969999999999999
65,0.8280000000000001,0.8
66,0.827,0.7969999999999999
67,0.8280000000000001,0.7989999999999999
68,0.827,0.7969999999999999
69,0.8280000000000001,0.7989999999999999
70,0.827,0.798
71,0.8280000000000001,0.8
72,0.827,0.7969999999999999
73,0.8280000000000001,0.798
74,0.827,0.7969999999999999
75,0.8280000000000001,0.798
76,0.8280000000000001,0.796
77,0.829,0.796
78,0.829,0.796
79,0.829,0.7969999999999999
80,0.829,0.796
81,0.829,0.7969999999999999
82,0.829,0.796
83,0.829,0.796
84,0.829,0.795
85,0.829,0.796
86,0.83,0.795
87,0.829,0.796
88,0.83,0.795
89,0.829,0.796
90,0.83,0.795
91,0.829,0.796
92,0.83,0.795
93,0.829,0.796
94,0.83,0.795
95,0.829,0.796
96,0.83,0.795
97,0.829,0.796
98,0.83,0.795
99,0.829,0.796
100,0.83,0.795
101,0.829,0.7969999999999999
102,0.83,0.796
103,0.829,0.7969999999999999
104,0.83,0.796
105,0.829,0.7969999999999999
106,0.83,0.7969999999999999
107,0.829,0.7969999999999999
108,0.831,0.796
109,0.829,0.7969999999999999
110,0.831,0.796
111,0.829,0.7969999999999999
112,0.83,0.796
113,0.829,0.7969999999999999
114,0.83,0.796
115,0.829,0.7969999999999999
116,0.83,0.796
117,0.83,0.7969999999999999
118,0.83,0.7969999999999999
119,0.83,0.7969999999999999
120,0.83,0.7969999999999999
121,0.83,0.7969999999999999
122,0.83,0.7969999999999999
123,0.83,0.7969999999999999
124,0.83,0.7969999999999999
125,0.83,0.7969999999999999
126,0.83,0.7969999999999999
127,0.83,0.7969999999999999
128,0.83,0.7969999999999999
129,0.83,0.7969999999999999
130,0.83,0.7969999999999999
131,0.83,0.7969999999999999
132,0.83,0.7969999999999999
133,0.83,0.798
134,0.831,0.7989999999999999
135,0.831,0.8
136,0.831,0.7989999999999999
137,0.831,0.7989999999999999
138,0.831,0.7989999999999999
139,0.831,0.7989999999999999
140,0.831,0.7989999999999999
141,0.831,0.7989999999999999
142,0.831,0.7989999999999999
143,0.831,0.7989999999999999
144,0.831,0.7989999999999999
145,0.831,0.7989999999999999
146,0.831,0.7989999999999999
147,0.831,0.7989999999999999
148,0.831,0.798
149,0.831,0.7989999999999999
150,0.831,0.798
151,0.831,0.7989999999999999
152,0.831,0.798
153,0.831,0.7989999999999999
154,0.831,0.7989999999999999
155,0.831,0.7989999999999999
156,0.831,0.7989999999999999
157,0.831,0.7989999999999999
158,0.831,0.7989999999999999
159,0.831,0.7989999999999999
160,0.83,0.8
161,0.831,0.7989999999999999
162,0.83,0.7989999999999999
163,0.831,0.7989999999999999
164,0.83,0.7989999999999999
165,0.831,0.7989999999999999
166,0.831,0.7989999999999999
167,0.831,0.7989999999999999
168,0.83,0.8
169,0.831,0.7989999999999999
170,0.83,0.8
171,0.831,0.7989999999999999
172,0.83,0.8
173,0.831,0.8
174,0.831,0.7989999999999999
175,0.831,0.8
176,0.831,0.7989999999999999
177,0.831,0.8
178,0.831,0.7989999999999999
179,0.831,0.8009999999999999
180,0.832,0.8009999999999999
181,0.831,0.8009999999999999
182,0.832,0.8
183,0.831,0.8009999999999999
184,0.832,0.8
185,0.831,0.8009999999999999
186,0.832,0.8
187,0.831,0.8009999999999999
188,0.832,0.8
189,0.831,0.8009999999999999
190,0.832,0.8
191,0.831,0.8009999999999999
192,0.832,0.8
193,0.831,0.8009999999999999
194,0.831,0.798
195,0.831,0.8
196,0.831,0.8
197,0.831,0.8009999999999999
198,0.831,0.8
199,0.831,0.8
