1	0.730808081	0.556565657	0.922222222	0.751515152
2	0.688265306	0.736734694	0.913265306	0.816326531
3	0.77371134	0.773195876	0.965463918	0.862371134
4	0.7546875	0.715625	0.933854167	0.916145833
5	0.742105263	0.747368421	0.928947368	0.891052632
6	0.763829787	0.80106383	0.964361702	0.869680851
7	0.776223776	0.836383208	0.931683701	0.895642819
8	0.804241436	0.817192601	0.96846112	0.873844481
9	0.785596482	0.783278328	0.97691039	0.904892798
10	0.760978321	0.855394883	0.954974986	0.899944414
11	0.780213603	0.839145107	0.971332209	0.899381675
12	0.801023309	0.889647327	0.965321205	0.903922683
13	0.779758482	0.872266974	0.97239793	0.918343876
14	0.79290285	0.871944121	0.94124491	0.917393834
15	0.778693349	0.851590106	0.975279576	0.910535609
16	0.801072067	0.873659118	0.972007147	0.898749256
17	0.784810127	0.84800965	0.96925859	0.93007836
18	0.797437462	0.903540904	0.985356925	0.926174497
19	0.810376776	0.881334981	0.975293391	0.919085855
20	0.816135084	0.886107635	0.970606629	0.917448405
21	0.801139962	0.885931559	0.976567448	0.917669411
22	0.808210391	0.872913992	0.975625401	0.922386145
23	0.776478233	0.89206762	0.97725796	0.920727745
24	0.785385122	0.906455863	0.977616853	0.915734036
25	0.793862575	0.921228304	0.977318212	0.933955971
26	0.814063556	0.864682003	0.981744422	0.931710615
27	0.790952707	0.895747599	0.976010966	0.895133653
28	0.801945796	0.912378303	0.986101459	0.940236275
29	0.789992953	0.913963329	0.978153629	0.93093728
30	0.810578985	0.905579399	0.95568263	0.934953538
31	0.780275562	0.910014514	0.984771574	0.936910805
32	0.80794702	0.914580265	0.987490802	0.905077263
33	0.776699029	0.899850523	0.982076176	0.923076923
34	0.80212282	0.905918058	0.978013647	0.940864291
35	0.809853734	0.910631741	0.981524249	0.93456505
36	0.800625489	0.924882629	0.980453479	0.921032056
37	0.791898332	0.933227345	0.976171565	0.943606037
38	0.817594835	0.91276252	0.986279257	0.92897498
39	0.799835931	0.927750411	0.985233798	0.932731747
40	0.810675563	0.906510851	0.985821518	0.926605505
41	0.769296014	0.925297114	0.980491942	0.935538592
42	0.788610871	0.899827288	0.986194996	0.920621225
43	0.801580334	0.917398946	0.978928885	0.935908692
44	0.789991063	0.926654741	0.982126899	0.937444147
45	0.786169245	0.905282332	0.986351228	0.945404914
46	0.81742354	0.92393321	0.980537535	0.926784059
47	0.783758263	0.930056711	0.990557129	0.949008499
48	0.79307026	0.913294798	0.98267565	0.945139557
49	0.815505397	0.903732809	0.988223749	0.944062807
50	0.774774775	0.929859719	0.984984985	0.936936937
51	0.793667007	0.897750511	0.97854954	0.947906027
52	0.795620438	0.931106472	0.983315954	0.938477581
53	0.780617678	0.933901919	0.984025559	0.957401491
54	0.781284004	0.917211329	0.989118607	0.947769314
55	0.766407119	0.924276169	0.992213571	0.945494994
56	0.769055745	0.902050114	0.979522184	0.923777019
57	0.795110594	0.916083916	0.98137369	0.942956927
58	0.775923719	0.911694511	0.982121573	0.923718713
59	0.778998779	0.931540342	0.981684982	0.938949939
60	0.774718398	0.922305764	0.983729662	0.948685857
61	0.776636714	0.904884319	0.967907574	0.9563543
62	0.754940711	0.899736148	0.985507246	0.945981555
63	0.764546685	0.921409214	0.97699594	0.930987821
64	0.778859527	0.941504178	0.988873435	0.938803894
65	0.772532189	0.914040115	0.987124464	0.944206009
66	0.764359352	0.926253687	0.986745214	0.939617084
67	0.779969651	0.914893617	0.983308042	0.948406677
68	0.762128326	0.921630094	0.981220657	0.937402191
69	0.764135703	0.912621359	0.980613893	0.957996769
70	0.771285476	0.91638796	0.984974958	0.941569282
71	0.756476684	0.906574394	0.989637306	0.934369603
72	0.779964222	0.924731183	0.983899821	0.942754919
73	0.751391466	0.914498141	0.99257885	0.942486085
74	0.761078998	0.934362934	0.988439306	0.959537572
75	0.759519038	0.911646586	0.981963928	0.953907816
76	0.739039666	0.912133891	0.991649269	0.960334029
77	0.747276688	0.934497817	0.984749455	0.949891068
78	0.790432802	0.917808219	0.990888383	0.954441913
79	0.77326969	0.942583732	0.988066826	0.954653938
80	0.726817043	0.939698492	0.987468672	0.962406015
81	0.754617414	0.931216931	0.986807388	0.957783641
82	0.766016713	0.921787709	0.991643454	0.944289694
83	0.778761062	0.940828402	0.991150442	0.920353982
84	0.805642633	0.911949686	0.984326019	0.943573668
85	0.782608696	0.946308725	0.983277592	0.969899666
86	0.770609319	0.928057554	0.978494624	0.9390681
87	0.787644788	0.937984496	0.988416988	0.976833977
88	0.786610879	0.957983193	0.9958159	0.958158996
89	0.748858447	0.926605505	0.99543379	0.96347032
90	0.738693467	0.949494949	0.989949749	0.959798995
91	0.793296089	0.93258427	1	0.944134078
92	0.805031447	0.949367089	1	0.949685535
93	0.741007194	0.855072464	1	0.964028777
94	0.781512605	0.898305085	0.991596639	0.957983193
95	0.757575758	0.93877551	0.98989899	0.929292929
96	0.810126582	0.923076923	1	0.936708861
97	0.949152542	0.965517241	0.983050847	0.966101695
98	0.846153846	1	1	0.974358974
99	0.842105263	0.777777778	1	0.842105263
